ESTU_TIPODOCUMENTO|ESTU_NACIONALIDAD|ESTU_GENERO|ESTU_FECHANACIMIENTO|PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_PAIS_RESIDE|ESTU_TIENEETNIA|ESTU_ETNIA|ESTU_COD_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|FAMI_ESTRATOVIVIENDA|FAMI_PERSONASHOGAR|FAMI_CUARTOSHOGAR|FAMI_EDUCACIONPADRE|FAMI_EDUCACIONMADRE|FAMI_TRABAJOLABORPADRE|FAMI_TRABAJOLABORMADRE|FAMI_TIENEINTERNET|FAMI_TIENESERVICIOTV|FAMI_TIENECOMPUTADOR|FAMI_TIENELAVADORA|FAMI_TIENEHORNOMICROOGAS|FAMI_TIENEAUTOMOVIL|FAMI_TIENEMOTOCICLETA|FAMI_TIENECONSOLAVIDEOJUEGOS|FAMI_NUMLIBROS|FAMI_COMELECHEDERIVADOS|FAMI_COMECARNEPESCADOHUEVO|FAMI_COMECEREALFRUTOSLEGUMBRE|FAMI_SITUACIONECONOMICA|ESTU_DEDICACIONLECTURADIARIA|ESTU_DEDICACIONINTERNET|ESTU_HORASSEMANATRABAJA|ESTU_TIPOREMUNERACION|COLE_CODIGO_ICFES|COLE_COD_DANE_ESTABLECIMIENTO|COLE_NOMBRE_ESTABLECIMIENTO|COLE_GENERO|COLE_NATURALEZA|COLE_CALENDARIO|COLE_BILINGUE|COLE_CARACTER|COLE_COD_DANE_SEDE|COLE_NOMBRE_SEDE|COLE_SEDE_PRINCIPAL|COLE_AREA_UBICACION|COLE_JORNADA|COLE_COD_MCPIO_UBICACION|COLE_COD_DEPTO_UBICACION|ESTU_PRIVADO_LIBERTAD|ESTU_COD_MCPIO_PRESENTACION|ESTU_COD_DEPTO_PRESENTACION|PUNT_LECTURA_CRITICA|PERCENTIL_LECTURA_CRITICA|DESEMP_LECTURA_CRITICA|PUNT_MATEMATICAS|PERCENTIL_MATEMATICAS|DESEMP_MATEMATICAS|PUNT_C_NATURALES|PERCENTIL_C_NATURALES|DESEMP_C_NATURALES|PUNT_SOCIALES_CIUDADANAS|PERCENTIL_SOCIALES_CIUDADANAS|DESEMP_SOCIALES_CIUDADANAS|PUNT_INGLES|PERCENTIL_INGLES|DESEMP_INGLES|PUNT_GLOBAL|PERCENTIL_GLOBAL|ESTU_INSE_INDIVIDUAL|ESTU_NSE_INDIVIDUAL|ESTU_NSE_ESTABLECIMIENTO|ESTU_ESTADOINVESTIGACION|ESTU_GENERACION-E
TI|COLOMBIA|M|13/03/2001|20191|SB11201910010341|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cinco|Postgrado|Postgrado|Trabaja en el hogar, no trabaja o estudia|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Entre 1 y 3 horas|0|Si, en efectivo|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|55|40|3|68|74|3|59|59|3|54|49|2|82|88|B+|304|59|73.3641547200179|4|4|PUBLICAR|NO
TI|COLOMBIA|M|07/12/2000|20191|SB11201910014227|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 4|3 a 4|Cinco|Postgrado|Educación profesional completa|Pensionado|No aplica|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|3 a 5 veces por semana|Igual|Entre 1 y 2 horas|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|65|69|3|75|90|4|74|95|4|71|88|4|85|94|B+|362|89|72.440721152655|4|4|PUBLICAR|NO
TI|COLOMBIA|F|28/02/2001|20191|SB11201910010908|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Cuatro|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|58|48|3|69|76|3|53|44|2|51|43|2|78|77|B1|297|55|71.2381541486684|4|4|PUBLICAR|NO
TI|COLOMBIA|M|25/02/2001|20191|SB11201910013658|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Dos|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|78|98|4|81|98|4|69|85|3|80|99|4|83|89|B+|387|97|80.552374476591993|4|4|PUBLICAR|NO
TI|COLOMBIA|M|12/02/2001|20191|SB11201910010791|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Postgrado|Educación profesional completa|Trabaja en el hogar, no trabaja o estudia|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|70|82|4|65|67|3|65|73|3|62|65|3|83|90|B+|334|74|72.6904984761059|4|4|PUBLICAR|NO
CC|COLOMBIA|M|07/11/2000|20191|SB11201910014916|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Cuatro|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 1 y 2 horas|Entre 1 y 3 horas|Menos de 10 horas|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|75|94|4|73|87|4|69|85|3|76|95|4|84|91|B+|370|92|75.7378141631781|4|4|PUBLICAR|NO
TI|COLOMBIA|F|26/06/2001|20191|SB11201910002428|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|-|-|Educación profesional completa|Educación profesional completa|-|-|Si|Si|-|-|-|-|-|-|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|-|Entre 30 y 60 minutos|Entre 1 y 3 horas|-|-|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|73|90|4|69|76|3|62|66|3|61|63|3|88|98|B+|340|77|NA|NA|4|PUBLICAR|NO
CC|COLOMBIA|M|09/10/2000|20191|SB11201910014881|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Cuatro|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|64|65|3|69|78|3|62|64|3|66|75|3|82|86|B+|333|73|75.5475899438156|4|4|PUBLICAR|NO
CC|COLOMBIA|M|12/11/2000|20191|SB11201910014081|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Tres|Postgrado|Postgrado|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|No leo por entretenimiento|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|64|66|3|75|90|4|67|80|3|72|89|4|86|96|B+|354|85|80.1628537086805|4|4|PUBLICAR|NO
CC|COLOMBIA|F|29/09/2000|20191|SB11201910015960|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|Si, en efectivo|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|67|73|4|78|95|4|67|79|3|62|65|3|81|85|B+|347|81|73.7971055659447|4|4|PUBLICAR|NO
CC|COLOMBIA|F|21/09/2000|20191|SB11201910014502|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Tres|Postgrado|Educación profesional completa|Pensionado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|54|38|3|67|71|3|59|59|3|64|70|3|85|94|B+|314|64|77.5959289513488|4|4|PUBLICAR|NO
CC|COLOMBIA|M|25/09/2000|20191|SB11201910013766|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Dos|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|82|100|4|75|91|4|75|95|4|100|100|4|100|100|B+|422|100|76.1551051741525|4|4|PUBLICAR|NO
TI|COLOMBIA|F|10/08/2001|20191|SB11201910015995|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Educación profesional completa|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|Si, en efectivo|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|68|77|4|75|90|4|63|68|3|56|53|3|85|93|B+|335|74|73.4824453465404|4|4|PUBLICAR|NO
TI|COLOMBIA|M|23/04/2001|20191|SB11201910026077|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|3 a 5 veces por semana|1 o 2 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|67|76|4|82|98|4|76|97|4|70|85|3|100|100|B+|379|95|71.5223223500637|4|4|PUBLICAR|NO
TI|COLOMBIA|F|29/05/2001|20191|SB11201910013507|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Educación profesional completa|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|77|96|4|73|86|4|61|62|3|71|88|4|86|95|B+|358|87|72.1953939587302|4|4|PUBLICAR|NO
CC|COLOMBIA|M|04/09/2000|20191|SB11201910014029|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 30 y 60 minutos|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|71|85|4|66|70|3|63|69|3|77|96|4|84|92|B+|352|84|82.8069781007653|4|4|PUBLICAR|NO
TI|COLOMBIA|F|21/07/2001|20191|SB11201910014133|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|65|67|3|68|74|3|65|73|3|72|89|4|83|90|B+|343|79|84.8363660916828|4|4|PUBLICAR|NO
CC|COLOMBIA|M|26/10/2000|20191|SB11201910013794|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Educación profesional incompleta|No sabe|No aplica|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|Entre 30 y 60 minutos|Más de 3 horas|Más de 30 horas|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|58|47|3|50|33|2|53|44|2|57|54|3|78|78|B1|282|49|70.2153558605052|4|4|PUBLICAR|NO
TI|ESTADOS UNIDOS|F|25/01/2001|20191|SB11201910014481|ESTUDIANTE|ESTADOS UNIDOS|No|-|11|11001|Estrato 5|5 a 6|Cuatro|No sabe|No sabe|No aplica|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|-|Todos o casi todos los días|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|58|48|3|67|73|3|59|58|3|49|38|2|82|87|B+|300|57|68.1100362667628|4|4|PUBLICAR|NO
TI|COLOMBIA|M|20/04/2001|20191|SB11201910010410|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|1 a 2|Dos|Postgrado|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|71|84|4|74|89|4|71|88|4|77|97|4|88|98|B+|372|93|78.9686229846317|4|4|PUBLICAR|NO
TI|COLOMBIA|F|17/05/2001|20191|SB11201910014429|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|No|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|69|81|4|80|97|4|70|87|3|63|68|3|85|93|B+|358|87|79.085066922682|4|4|PUBLICAR|NO
TI|COLOMBIA|M|16/04/2001|20191|SB11201910011654|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cinco|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Más de 2 horas|Entre 1 y 3 horas|0|Si, en efectivo y especie|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|60|55|3|64|66|3|60|61|3|66|75|3|79|81|B+|319|66|74.860708564093|4|4|PUBLICAR|NO
TI|COLOMBIA|F|09/03/2001|20191|SB11201910016041|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Cuatro|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|No|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Entre 30 y 60 minutos|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|80|99|4|75|91|4|73|93|4|73|92|4|83|90|B+|379|95|80.9190151536964|4|4|PUBLICAR|NO
TI|COLOMBIA|F|26/08/2001|20191|SB11201910013669|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|1 a 2|Dos|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|No aplica|Si|Si|Si|Si|Si|Si|Si|No|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|62|59|3|65|66|3|58|56|3|62|65|3|75|72|B1|314|63|74.7397434251736|4|4|PUBLICAR|NO
CC|COLOMBIA|F|23/11/2000|20191|SB11201910026121|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Postgrado|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|70|82|4|76|92|4|67|79|3|67|77|3|90|99|B+|358|87|78.0396530663693|4|4|PUBLICAR|NO
TI|COLOMBIA|M|29/05/2001|20191|SB11201910013708|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Postgrado|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|30 minutos o menos|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|80|99|4|100|100|4|74|94|4|78|98|4|82|87|B+|415|100|76.6117020888759|4|4|PUBLICAR|NO
CC|COLOMBIA|F|12/10/2000|20191|SB11201910016001|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|5 a 6|Cuatro|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|78|98|4|77|93|4|73|93|4|80|99|4|100|100|B+|394|98|76.6381592142559|4|4|PUBLICAR|NO
TI|COLOMBIA|F|18/05/2001|20191|SB11201910014209|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Cuatro|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 1 y 2 horas|Más de 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|73|89|4|76|91|4|76|97|4|71|88|4|83|90|B+|373|94|79.6352665002168|4|4|PUBLICAR|NO
CC|COLOMBIA|M|23/10/2000|20191|SB11201910014646|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|-|-|Educación profesional completa|Educación profesional completa|-|-|Si|Si|-|-|-|-|-|-|MÁS DE 100 LIBROS|Todos o casi todos los días|Nunca o rara vez comemos eso|Todos o casi todos los días|-|Entre 30 y 60 minutos|Más de 3 horas|-|-|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|65|69|3|73|86|4|65|73|3|73|91|4|84|92|B+|351|83|NA|NA|4|PUBLICAR|NO
CC|COLOMBIA|M|18/08/2000|20191|SB11201910015986|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Trabaja en el hogar, no trabaja o estudia|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|68|77|4|80|97|4|76|97|4|76|95|4|79|81|B+|377|95|69.4061118546652|4|4|PUBLICAR|NO
TI|COLOMBIA|M|25/08/2001|20191|SB11201910010469|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|5 a 6|Cuatro|Postgrado|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|019364|311848001011|COL ANGLO COLOMBIANO|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311848001011|COL ANGLO COLOMBIANO|S|URBANO|COMPLETA|11001|11|N|11001|11|74|91|4|100|100|4|75|96|4|78|97|4|100|100|B+|416|100|72.9821805492928|4|4|PUBLICAR|NO
